,"Manufacturer","Model","Weight.oz","Dim.1.in","Dim.2.in","Dim.3.in","Talk.hr","Standby.hr","Volume.in3","Composite","Years"
"300","Siemens","SL56",2.79,3.21,1.75,0.86,3,175,4.83105,24.9309478353,2003.501369863
"310","LG","VI5225 / 5400A",3.5,3.5,1.89,1,2.5,192,6.615,20.2174987642,2003.5205479452
"309","Motorola","i730 / i733 / i710 / i720 / i740",5.1,3.6,2,1.1,3.3,70,7.92,6.643625192,2003.5424657534
"302","Palm","Treo 600 (CDMA)",6.2,4.41,2.36,0.87,4,240,9.054612,17.0440257674,2003.5534246575
"303","Palm","Treo 600 (GSM)",5.92,4.41,2.36,0.87,5,240,9.054612,17.6966187838,2003.5534246575
"268","Panasonic","G50 / G51",2.65,3.15,1.69,0.71,2.5,200,3.779685,33.0498305905,2003.5616438356
"289","Sony","Ericsson T226",2.79,4,1.71,0.71,7.5,275,4.8564,40.8689056288,2003.5726027397
"316","Samsung","SCH-A670",3.8,3.26,1.81,0.93,2.9,168,5.487558,19.6499445818,2003.5726027397
"288","Samsung","SGH-X105",2.93,4.33,1.77,0.79,3.5,200,6.054639,24.2079843163,2003.5753424658
"317","NEC","525",4.03,4.12,1.88,1.06,5.4,150,8.210336,14.4603873619,2003.5780821918
"295","Kyocera","KE424c / KX424 (Blade)",3.52,4.45,1.89,0.91,3.5,180,7.653555,17.675663654,2003.5808219178
"285","Kyocera","SE47 / SE44 / V5 (Slider)",3.39,3.46,1.89,0.98,3.5,100,6.408612,11.9914943055,2003.6191780822
"299","Siemens","M56",2.93,3.98,1.81,0.83,3,200,5.979154,24.1324821639,2003.6191780822
"320","Samsung","SPH-A660 / VI660",3.54,3.3,1.8,0.87,3.4,168,5.1678,21.2453202876,2003.6191780822
"245","Siemens","SX1",4.09,4.29,2.2,0.75,4,200,7.0785,19.6982584949,2003.6219178082
"321","Motorola","i530",5.5,3.7,2.13,1.26,3.4,75,9.93006,5.962387703,2003.6301369863
"296","Motorola","E380",2.96,3.62,1.77,0.79,3.7,170,5.061846,23.4983319301,2003.6410958904
"322","Motorola","C343 / C343a / C341",3.84,4.29,1.74,1,2.7,190,7.4646,18.0015215045,2003.6410958904
"323","Sanyo","SCP-5400 / RL-2500",3.71,3.6,1.85,1.04,3.3,90,6.9264,10.0127862811,2003.6520547945
"311","Audiovox","CDM-9950 / Toshiba VM4050",4.09,3.66,1.89,0.95,3.3,380,6.57153,37.1897842055,2003.6547945206
"349","Audiovox","CDM-9900",4.09,3.66,1.89,0.95,3.3,380,6.57153,37.1897842055,2003.6547945206
"326","Nokia","3200",3.17,1.78,4.23,0.82,4,288,6.174108,32.9619477857,2003.6739726027
"256","Nokia","6585",3.1,4.17,1.77,0.8,2.2,233,5.90472,27.0969002923,2003.6904109589
"298","Nokia","6600",4.3,4.28,2.29,0.93,3,195,9.115116,15.6539831635,2003.6904109589
"307","Siemens","MC60",3.03,4.29,1.81,0.83,5,250,6.444867,29.0241541121,2003.6931506849
"330","Nokia","6560",3.11,4.16,1.73,0.75,4,264,5.3976,33.3819173445,2003.695890411
"325","Sony","Ericsson Z600",3.88,3.54,1.89,1.1,6,200,7.35966,20.4632524471,2003.698630137
"329","Nokia","6225 / PM6225",3.46,4.21,1.81,0.83,2.4,240,6.324683,25.7545390075,2003.698630137
"301","Nokia","3100 / 3120",3.5,4.01,1.69,0.6,4,288,4.06614,40.7076792129,2003.7095890411
"376","Siemens","U15",4.94,5.35,2.09,0.94,1.8,250,10.51061,16.7630922015,2003.7095890411
"280","Motorola","MPx200",4.16,3.5,1.88,1.06,4.3,104,6.9748,11.2709702913,2003.7123287671
"297","Motorola","A835",5.93,5.4,2.2,1,2,140,11.88,8.4222346996,2003.7123287671
"408","Audiovox","CDM-8920 / PM8920",3.88,3.4,1.85,0.9,3.5,168,5.661,19.4424064563,2003.7287671233
"336","Nokia","3660",4.59,5.1,2.24,1,4,200,11.424,13.7379792681,2003.7369863014
"308","Siemens","C60",3,4.33,1.85,0.91,5,250,7.289555,26.7261314994,2003.7452054795
"338","Samsung","SGH-X426 / SGH-X427",2.8,3.3,1.8,0.8,7,216,4.752,33.2362288136,2003.7479452055
"335","Siemens","C62",3,3.98,1.73,0.79,4.5,250,5.439466,32.2887727731,2003.7506849315
"351","BlackBerry","7280",4.9,4.4,2.9,0.94,4,240,11.9944,15.3897149351,2003.7506849315
"372","BlackBerry","6280",4.8,4.45,2.91,0.83,5,288,10.748085,20.1310965305,2003.7506849315
"314","Motorola","V300",4.3,3.5,1.93,0.98,6.5,200,6.6199,21.2914037674,2003.7534246575
"331","Samsung","SGH-E715",3.35,3.54,1.77,0.94,4,300,5.889852,34.6325893532,2003.7534246575
"339","HTC","xda II / MDA II (Himalayas)",6.53,5.12,2.76,0.75,3.5,130,10.5984,8.6114289718,2003.7671232877
"226","Motorola","V600",4.4,3.46,1.85,0.91,6.5,175,5.82491,20.2935771562,2003.7863013699
"315","Motorola","V500 / V525 / V505",4.3,3.5,1.93,0.94,6.5,175,6.3497,19.4841169235,2003.7863013699
"342","Samsung","SCH-A650",3.6,3.3,1.8,0.9,2.8,168,5.346,20.3442879499,2003.7863013699
"359","Motorola","V400",4.34,3.5,1.9,1,5.3,175,6.65,18.3348498635,2003.7863013699
"496","Motorola","V620",4.4,3.46,1.85,0.94,7.5,263,6.01694,28.8472430483,2003.7863013699
"344","Sanyo","SCP-5500 / VM-4500",3.85,3.6,1.85,1.07,3.3,240,7.1262,23.3687432809,2003.802739726
"389","Innostream","INNO 90",3.12,1.81,3.43,1.06,5,100,6.580798,12.8855378702,2003.8054794521
"348","Samsung","SCH-A790 / SCH-A795 / IP-A790",4.2,3.4,2,1,2.9,120,6.8,12.2272727273,2003.8082191781
"345","Sony","Ericsson P900",5.29,4.53,2.24,0.94,16,480,9.538368,37.7654506551,2003.8136986301
"353","Nokia","1100",3.03,4.17,1.81,0.79,4,350,5.962683,41.1445616397,2003.8136986301
"354","Samsung","SPH-A680 / VM-A680",3.4,3.26,1.81,0.93,3.2,216,5.487558,26.1039084077,2003.8136986301
"337","Nokia","3620",4.59,5.1,2.24,1,4,200,11.424,13.7379792681,2003.8219178082
"267","Motorola","V810",3,3.3,1.69,0.93,3.8,285,5.18661,37.1338075223,2003.8438356164
"324","Sony","Ericsson Z200",3.47,3.8,2.05,1,4.5,200,7.79,19.7602131439,2003.8493150685
"346","Sony","Ericsson T630",3.26,4.02,1.69,0.67,14,315,4.551846,49.2841256727,2003.8493150685
"319","HTC","SPV E200 / XPhone (Voyager)",4.59,4.72,1.97,0.94,5,100,8.740496,9.3769954246,2003.8520547945
"362","Motorola","V60v",4.5,3.42,1.77,1.13,2.5,103,6.840342,10.1848780222,2003.8602739726
"365","Motorola","T300p",3.8,4.8,2,1.1,3,200,10.56,14.9721448468,2003.8657534247
"341","Samsung","SGH-P107",3.28,3.5,1.89,0.89,5,200,5.88735,24.5436249298,2003.8684931507
"366","Panasonic","G70",3.1,3.46,2.36,1.06,3.4,140,8.655536,13.3554097406,2003.8821917808
"368","LG","VX-7000",3.88,3.69,1.89,0.98,3.3,180,6.834618,18.3394312331,2003.904109589
"371","Nixxo","NXG-9230",3.1,3.35,1.8,0.9,3.5,250,5.427,31.3709393691,2003.9178082192
"390","Innostream","INNO 89",3.46,3.46,1.69,0.94,5.5,100,5.496556,14.2353824394,2003.9397260274
"367","Panasonic","G51u",2.61,3.15,1.69,0.74,4.3,140,3.93939,24.6587850166,2003.9424657534
"391","Innostream","INNO 98 / 99",3.21,1.81,3.43,0.94,5,100,5.835802,13.8185646778,2003.9424657534
"375","Siemens","C61",3,4.33,1.85,0.91,4.5,250,7.289555,26.4831666676,2003.9479452055
"380","BlackBerry","7510",5.8,4.4,2.95,1.02,2.8,75,13.2396,4.674467951,2003.9479452055
"373","Samsung","SGH-E600",3,3.23,1.65,0.93,4,150,4.956435,21.3663531469,2003.9561643836
"378","LG","VX-3200",3.53,3.35,1.81,0.92,3.3,180,5.57842,21.5734452298,2003.9671232877
"327","Samsung","SGH-D415 / SGH-D410",4.09,3.84,1.91,0.94,3,205,6.894336,20.0285206134,2004.0136986301
"355","Nokia","6820 / 6820i",3.53,4.21,1.85,0.79,7,240,6.152915,28.4005384742,2004.0328767123
"382","Audiovox","CDM-8425",3.1,4.3,1.8,0.7,2.5,103,5.418,13.5595210143,2004.0328767123
"383","Audiovox","CDM-8910 / PM-8912 / Flasher V7",3.7,3.9,1.83,0.97,3.2,140,6.92289,14.6852692629,2004.0520547945
"401","Audiovox","CDM-8615 / Vox 8610",3.4,3.5,1.9,0.9,3,168,5.985,19.4992008524,2004.0520547945
"328","Kyocera","3250",4.23,4.57,1.96,1.05,2.8,90,9.40506,7.6273958457,2004.0547945206
"385","Sanyo","SCP-7300 / RL-7300",4.24,3.71,1.97,1.12,3,96,8.185744,8.9330667041,2004.0602739726
"333","Motorola","V690",3.17,3.54,1.85,0.9,5.5,185,5.8941,23.4441367593,2004.0712328767
"388","Sendo","M551",2.72,3.23,1.77,0.79,3.5,290,4.516509,42.4928649989,2004.0739726027
"229","Motorola","T725e",4.13,3.54,1.87,1.01,5.5,216,6.685998,22.5129479499,2004.0767123288
"381","BlackBerry","7780 / 7730",5,4.76,3.03,0.71,5,216,10.240188,15.8134532199,2004.0794520548
"392","Kyocera","KX440 / KX444",4.31,4.49,1.93,1.09,3.3,96,9.445613,8.1784795778,2004.0794520548
"340","Sierra","Wireless Voq A11",5.11,5.25,2.16,0.96,6,100,10.8864,8.1268285364,2004.0931506849
"284","Samsung","SGH-i700",5.64,5.2,2.76,0.71,3.3,100,10.18992,7.3594812861,2004.098630137
"379","Motorola","V878",2.82,3.23,1.65,0.85,5.4,163,4.530075,25.8500763598,2004.1095890411
"393","Motorola","V80",3.53,1.77,3.89,0.89,7,250,6.127917,29.5094687602,2004.1095890411
"402","Motorola","V710",4.06,3.7,1.93,0.92,3.3,150,6.56972,15.6636298981,2004.1178082192
"409","LG","VX-8000",3.88,3.76,1.97,0.93,4.7,185,6.888696,19.3616757312,2004.1397260274
"350","Nokia","6230",3.39,4.06,1.73,0.79,4,225,5.548802,27.4085945745,2004.1506849315
"434","Motorola","i830 / i833 / i835 / i836",3.94,3.35,1.77,0.79,2.3,60,4.684305,8.2905231204,2004.1561643836
"273","Panasonic","X70",3.25,3.43,1.85,0.94,5,250,5.96477,29.8433927271,2004.1589041096
"410","LG","L1200",3.35,3.39,1.73,1.02,3.4,250,5.981994,28.6112485713,2004.1589041096
"411","LG","C1300 / G4015",2.84,3.19,1.69,0.82,3.4,240,4.420702,35.3960264448,2004.1589041096
"412","Kyocera","Koi KX2",4.02,3.94,1.97,0.98,3.5,100,7.606564,10.1061672219,2004.1643835616
"443","Motorola","i285",4.35,4.19,1.92,0.88,1.7,42,7.079424,4.4184203858,2004.1671232877
"414","Samsung","SPH-A760 / RL-A760",3.8,3.5,1.8,1,3,216,6.3,22.8712871287,2004.1698630137
"356","Nokia","6810",4.3,4.69,2.17,0.91,4.5,360,9.261343,28.205171125,2004.1835616438
"417","Nokia","3205",3.38,4.23,1.78,0.87,2.4,168,6.550578,18.125833159,2004.1835616438
"399","Siemens","CF63 / CF62",3,3.23,1.77,0.87,5,220,4.973877,30.7253297235,2004.194520548
"419","Sony","Ericsson T637",3.26,4.02,1.69,0.67,9,300,4.551846,44.1636970314,2004.194520548
"424","Audiovox","CDM-8930",3.3,3.7,1.9,0.9,3.5,100,6.327,12.2052560507,2004.202739726
"427","LG","VX-6100",3.88,3.56,1.9,0.94,3,150,6.35816,16.1161771256,2004.202739726
"429","Sharp","TM100",3.7,3.94,1.93,0.76,3,200,5.779192,22.681258065,2004.2136986301
"430","Sanyo","PM-8200 / SCP-8200",3.64,3.34,1.85,1.02,3,288,6.30258,30.4749873775,2004.2136986301
"441","BlackBerry","7750",5.01,4.76,3.03,0.71,3.3,192,10.240188,13.6719626014,2004.2136986301
"440","Samsung","SGH-E316 / SGH-E317",3,3.3,1.8,0.8,4.7,298,4.752,41.4731682147,2004.2301369863
"413","Motorola","C650",3.23,4.04,1.73,0.77,6.3,215,5.381684,28.6239021311,2004.2328767123
"363","Nokia","5140 / 5140i",3.56,4.19,1.84,0.94,3.5,225,7.247024,22.4391099714,2004.2383561644
"438","NEC","232E",3.35,3.54,1.69,0.91,5,150,5.444166,19.8995561376,2004.2465753425
"439","Nokia","6610i",3.07,4.17,1.73,0.75,3.5,432,5.410575,53.0034814856,2004.2465753425
"444","Nokia","N-Gage QD",5.04,4.65,2.68,0.87,3.5,240,10.84194,16.213384511,2004.2630136986
"400","Siemens","CX66 / CX65 / CX70",3.17,4.25,1.81,0.71,5,250,5.461675,31.8594015646,2004.2657534247
"423","LG","L1150 / L1100",3.35,3.39,1.73,1.02,6.9,234,5.981994,28.7719859228,2004.2712328767
"395","Motorola","V220",3.7,3.29,1.73,0.94,5.3,230,5.350198,28.3419213591,2004.2876712329
"445","Sanyo","RL-4920",4.03,4.22,1.85,0.85,5.5,168,6.63595,18.3293565036,2004.2876712329
"446","Samsung","SGH-P735 / SGH-P730",4.5,3.6,1.73,0.95,3.5,192,5.9166,20.1121287176,2004.2904109589
"447","LG","VX-4700 / VX-4650 / AX-4750 / UX-4750",3.7,3.8,1.93,0.89,3.2,190,6.52726,20.1422472881,2004.301369863
"407","Siemens","M65",3.67,4.29,1.93,0.75,5.5,300,6.209775,33.14852818,2004.304109589
"428","Nokia","7610",4.16,4.28,2.09,0.74,3,250,6.619448,24.5838191343,2004.3095890411
"462","Motorola","i325",7.02,5.1,2.4,1.4,4.8,135,17.136,6.5822155986,2004.3232876712
"449","Audiovox","PPC 4100 / SP230",5.57,4.29,2.7,0.85,3,100,9.84555,7.4599998054,2004.3369863014
"431","Motorola","A845",5.47,5.4,2.2,1,2,215,11.88,12.9682997118,2004.3424657534
"421","Sony","Ericsson K700i",3.28,3.9,1.83,0.77,7,360,5.49549,45.0117315386,2004.3643835616
"450","Samsung","MM-A700 / SPH-A700",4.2,3.5,1.97,1,4,216,6.895,21.2708427219,2004.3643835616
"458","Panasonic","X300",3.07,3.62,1.93,0.83,11,260,5.798878,35.5174577889,2004.3643835616
"398","Motorola","C380",2.82,4.21,1.73,0.82,5.8,275,5.972306,34.5756846952,2004.3808219178
"460","Motorola","i215",4.41,4.19,1.89,1.02,2.8,75,8.077482,7.1271374005,2004.3863013699
"274","Motorola","E398",3.88,4.25,1.81,0.81,9.3,210,6.230925,25.3685988176,2004.397260274
"384","Nokia","6620",4.37,4.28,2.29,0.93,4,200,9.115116,16.3142830955,2004.397260274
"457","Nokia","6651",4.9,5.24,2.04,1.02,3,240,10.903392,16.1357764207,2004.4164383562
"436","Nokia","6015i / 6016i / 6019i",3.87,4.26,1.96,0.91,3.7,360,7.598136,33.00449175,2004.4191780822
"461","Motorola","i315",6.95,5,2.3,1.4,4.8,145,16.1,7.3318872017,2004.4328767123
"602","Motorola","i355",7.02,5.1,2.4,1.4,4.5,240,17.136,10.8668653751,2004.4328767123
"463","Motorola","RAZR V3",3.42,3.86,2.09,0.54,6.7,250,4.356396,36.4564767535,2004.4356164384
"464","NEC","535M",4.16,3.98,1.93,1.02,2.5,180,7.835028,16.0483160189,2004.4356164384
"432","Motorola","A840",4.06,3.7,1.93,0.92,4.2,185,6.56972,19.3796261802,2004.4383561644
"465","Motorola","V265 / V266 / V276",3.77,3.6,1.8,0.9,3.3,150,5.832,17.3401374714,2004.4383561644
"467","Motorola","C155",2.82,4.09,1.93,0.94,6.7,300,7.420078,32.5681112976,2004.4383561644
"468","LG","PM-325",3.32,3.92,1.82,0.9,3.2,168,6.42096,18.8893086513,2004.4438356164
"469","LG","MM-535",3.88,3.93,1.89,0.98,3,168,7.279146,16.3991043759,2004.4438356164
"489","Innostream","INNO 30",2.68,1.65,3.23,0.85,5,150,4.530075,24.2715921818,2004.4520547945
"360","Motorola","A630",4.34,1.91,3.74,0.93,4.3,200,6.643362,20.1668669393,2004.4602739726
"394","Motorola","V180 / V186 / V188",3.26,3.43,1.75,0.91,5.8,275,5.462275,34.853292289,2004.4821917808
"456","Nokia","3220",3.03,4.11,1.74,0.74,3,280,5.292036,35.4480562209,2004.4821917808
"435","Curitel","Identity",6.53,5.04,1.89,0.83,4.5,168,7.906248,13.1959495293,2004.4904109589
"478","Samsung","SGH-C225",3.4,4.3,1.8,0.9,3,100,6.966,11.0939610264,2004.5178082192
"479","LG","L1400 / C1400",3.35,3.52,1.89,0.97,3.3,220,6.453216,24.124736209,2004.5178082192
"480","Samsung","SGH-C207",2.43,4.13,1.69,0.75,6,220,5.234775,32.6167434791,2004.5178082192
"481","LG","G4020",3,3.19,1.69,0.82,3,240,4.420702,34.3633257339,2004.5205479452
"487","Siemens","SL65",3.49,3.55,1.87,0.82,4.5,290,5.44357,34.9804165636,2004.5342465753
"405","Motorola","MPx220",4.02,3.93,1.89,0.96,5,200,7.130592,20.1783008472,2004.5397260274
"492","Nokia","7260",3.25,4.13,1.77,0.71,3,350,5.190171,43.2455693137,2004.5479452055
"493","Sony","Ericsson P910",5.47,4.53,2.28,1.02,13,400,10.534968,29.0534788948,2004.5534246575
"508","Samsung","SGH-E315",2.83,3.27,1.81,0.91,3.5,200,5.386017,26.4726813491,2004.5534246575
"490","Sony","Ericsson K500",2.82,4.02,1.81,0.55,8,300,4.00191,49.8394144748,2004.5561643836
"505","Audiovox","CDM-8940",3.89,3.56,1.82,0.92,3.5,190,5.960864,21.064142191,2004.5561643836
"452","Kyocera","Energi K490 / K493 / K494",3.52,4.45,1.89,0.91,3.5,180,7.653555,17.675663654,2004.5589041096
"454","Kyocera","Aktiv K480",3.52,4.45,1.89,0.91,3.5,180,7.653555,17.675663654,2004.5589041096
"503","Kyocera","K9",3.52,4.45,1.89,0.91,3.5,180,7.653555,17.675663654,2004.5589041096
"517","Kyocera","K404",3.52,4.45,1.89,0.91,3.5,180,7.653555,17.675663654,2004.5589041096
"501","Samsung","SGH-E635 / SGH-E630",2.78,3.34,1.69,0.85,4,240,4.79791,34.3102517713,2004.5726027397
"416","Motorola","E680 / E680i",4.69,4.29,2.09,0.83,6,180,7.441863,17.3097899309,2004.594520548
"498","Samsung","SCH-A890",2.8,3.5,1.97,0.98,4.5,336,6.7571,37.5113789748,2004.594520548
"453","Kyocera","SoHo KX1",3.4,3.46,1.73,0.94,3.5,180,5.626652,21.8796515031,2004.597260274
"471","Nokia","2600",3.33,4.24,1.81,0.8,3,250,6.13952,27.9845229748,2004.6
"477","Audiovox","PPC-6600 / PPC-6601 / XV6600 (HTC Harrier)",7.35,4.9,2.75,0.74,3.6,144,9.9715,9.3525387524,2004.6054794521
"499","Samsung","SCH-N330",3.9,3.8,1.9,0.9,3.6,188,6.498,19.811502212,2004.6136986301
"500","Samsung","SPH-A740 / PM-A740",3.46,3.5,1.8,1,3,192,6.3,21.2090163934,2004.6136986301
"502","LG","6190",3.53,3.54,1.89,0.98,2.5,180,6.556788,19.0843705647,2004.6164383562
"426","Siemens","CT66 / C66 / C65 / C71 / C70",3,4.1,1.8,0.7,4.5,220,5.166,29.6963017389,2004.6273972603
"696","Motorola","C139",3,3.96,1.79,0.86,11.7,450,6.096024,55.9035464286,2004.6356164384
"687","Firefly","Mobile Firefly",2.12,3.46,1.73,0.79,6,205,4.728782,34.3126704865,2004.6438356164
"422","Sony","Ericsson S700i",4.83,4.23,1.93,0.96,7,300,7.837344,26.4459542584,2004.6465753425
"683","Audiovox","CDM-9200",3,3.3,1.7,0.9,2.8,160,5.049,21.6175922475,2004.6465753425
"488","Siemens","A65",2.69,3.96,1.76,0.76,5,250,5.296896,34.431398631,2004.6520547945
"497","Siemens","SK65",5.08,4.72,1.85,0.87,5,250,7.59684,21.6931033286,2004.6520547945
"476","Siemens","SX66 / MDA III / PDA2K (HTC Blue Angel)",7.41,4.92,2.83,0.75,4,168,10.4427,10.5306200183,2004.6547945206
"491","Audiovox","SMT 5600 / SPV C500 (HTC Typhoon)",3.67,4.25,1.81,0.63,5,96,4.846275,14.2080898045,2004.6547945206
"518","Motorola","i265",4.59,4.8,1.96,1.02,2.8,75,9.59616,6.273720302,2004.6630136986
"684","UTStarcom","CDM-105 / CDM-7000",2.8,3.3,1.8,0.9,3.3,140,5.346,19.2118831328,2004.6630136986
"415","Nokia","9500",7.83,5.83,2.24,0.94,5,250,12.275648,13.6777486605,2004.6876712329
"509","BlackBerry","7100 / 7105",4.3,4.7,2.3,0.7,4.5,240,7.567,22.1201651639,2004.6876712329
"420","Sony","Ericsson Z500",3.88,3.66,1.93,0.94,5.5,250,6.639972,26.3783972049,2004.6904109589
"514","Sharp","GX-25",3.17,3.62,1.81,0.93,3.5,250,6.093546,28.8766310439,2004.6904109589
"486","Nokia","6260",4.59,4.02,1.93,0.91,4,144,7.060326,14.0768593085,2004.7123287671
"515","LG","VX-3300 / 3280",2.82,3.3,1.8,0.9,3,165,5.346,22.0426157237,2004.7205479452
"618","LG","AX-4270 / VX-4270",3.21,3.27,1.76,0.91,2.8,168,5.237232,21.5455192896,2004.7205479452
"494","Motorola","A780",4.59,4.2,2.1,0.94,6,190,8.2908,17.0796844916,2004.7287671233
"495","Motorola","V551 / V330 / V547 / V555 / V557",4.23,3.5,1.93,0.97,3.8,225,6.55235,22.6295751854,2004.7315068493
"482","Nokia","2651",3.4,3.35,1.81,0.9,3,300,5.45715,35.564487448,2004.7342465753
"519","BlackBerry","7290",4.9,4.5,2.9,0.9,4,216,11.745,14.1784319616,2004.7452054795
"425","Siemens","S66 / S65 / SP65",3.46,4.29,1.89,0.71,5,250,5.756751,29.8369783452,2004.7616438356
"522","LG","AX-5000 / UX-5000",3.35,3.5,1.85,0.91,3,144,5.89225,17.2036030187,2004.7643835616
"523","Samsung","SGH-D500",3.49,3.68,1.8,1,6.5,300,6.624,32.8752224639,2004.7698630137
"524","Sanyo","MM-7400",4.06,3.64,1.97,1.13,3.5,288,8.103004,25.1171503356,2004.7698630137
"437","Nokia","6255i / 6256i",4.23,3.36,1.87,0.97,3.2,1070,6.094704,105.184613525,2004.8082191781
"527","Palm","Treo 650 (CDMA)",6.3,4.4,2.3,0.9,5,300,9.108,21.0929387331,2004.8164383562
"528","Palm","Treo 650 (GSM)",6.3,4.4,2.3,0.9,6,300,9.108,21.4174454829,2004.8219178082
"535","Motorola","i605 / i615",5.9,4.92,1.97,1.18,4.8,240,11.437032,15.2275199123,2004.8356164384
"532","LG","VI-125",3.35,3.53,1.76,0.93,3.5,150,5.777904,18.3503244556,2004.8410958904
"510","Nokia","7270",4.27,3.46,1.81,0.87,4,270,5.448462,29.840112561,2004.8438356164
"485","Panasonic","X700",3.74,3.78,1.93,0.94,5,175,6.857676,18.8720621389,2004.8465753425
"542","Motorola","V170 / V171 / V173",3.14,3.43,1.8,0.93,7.5,300,5.74182,37.9989686798,2004.8465753425
"511","Nokia","7280",2.96,4.53,1.26,0.75,3,240,4.28085,35.216859899,2004.8575342466
"513","HTC","SP3i / SDA (Europe) (Feeler)",3.53,4.25,1.85,0.79,4,200,6.211375,22.5840807894,2004.8575342466
"516","Nokia","6670",4.16,4.28,2.09,0.82,4,240,7.335064,22.6184038645,2004.8575342466
"538","Sharp","TM-200",4.06,3.78,1.93,1.06,3.3,220,7.733124,20.0540586192,2004.8657534247
"531","Nokia","7710",6.67,5.04,2.74,0.75,12,216,10.3572,16.209359143,2004.8739726027
"543","Mitsubishi","M900 / M430i",4.41,4.13,1.89,0.94,7,300,7.337358,28.517050387,2004.8739726027
"470","Nokia","6170",4.34,3.46,1.81,0.94,4,270,5.886844,28.3567442703,2004.8767123288
"540","BlackBerry","7520",6.1,4.5,2.9,1.1,2.9,75,14.355,4.3754583231,2004.8794520548
"534","Samsung","SGH-P777",3.83,3.64,1.81,0.93,5,200,6.127212,22.5966867031,2004.9123287671
"507","Nokia","9300 / 9300i",5.89,5.2,2.01,0.83,4,200,8.67516,15.1045371283,2004.9150684932
"406","Motorola","MPx",6.46,3.93,2.41,0.94,3,103,8.903022,7.6807805131,2004.9178082192
"530","Nokia","6020",3.17,4.17,1.73,0.79,3,336,5.699139,39.5754311664,2004.9287671233
"588","LG","VX-5200 / 6200",4.16,3.46,1.85,0.94,3.3,180,6.01694,19.3083579151,2004.9369863014
"544","Samsung","SCH-A570",3.6,3.3,1.8,0.9,3.3,168,5.346,20.6237424547,2004.9424657534
"504","Sony","Ericsson S710a",4.83,4.23,1.93,0.96,7,300,7.837344,26.4459542584,2004.9506849315
"551","Pantech","CDM-180 / PN-218",3.79,3.02,2.15,0.96,2.7,190,6.23328,20.3027352324,2004.9506849315
"546","LG","VX-8100",4.16,3.58,1.92,1.03,3.7,163,7.079808,16.1479626698,2004.9534246575
"555","Samsung","SGH-X475",3,3.45,1.81,0.9,3,180,5.62005,22.6216785285,2004.9589041096
"548","Samsung","SCH-i730",6.44,4.49,2.28,0.97,2.2,130,9.930084,8.6132728458,2004.9780821918
"549","Motorola","V635",4.71,3.5,1.93,0.98,7.1,235,6.6199,23.874879743,2004.9780821918
"550","LG","F9100",4.41,4.13,1.97,0.96,4.5,330,7.810656,28.844605396,2004.9917808219
"552","BlackBerry","7250",4.9,4.5,2.9,0.9,3.3,192,11.745,12.5262841694,2005
"638","LG","C2000",3.4,3.49,1.81,0.96,2.5,240,6.064224,26.679419253,2005.0328767123
"545","Motorola","E815 / E816 Hollywood",4.6,3.71,1.95,1.01,4.7,280,7.306845,25.4895398403,2005.0383561644
"578","Samsung","SGH-X480",2.65,3.35,1.71,0.87,6,220,4.983795,32.7491110254,2005.0547945206
"525","Sanyo","MM-5600",4.52,3.66,1.91,1.04,3.4,252,7.270224,22.8155122413,2005.0767123288
"589","Nokia","2115i / 2116i / Shorty",3.1,4.03,1.66,0.85,4.6,211,5.68633,26.6322799166,2005.0821917808
"636","Nokia","2125i / 2126i / 2128i",2.9,4.03,1.66,0.85,3.7,192,5.68633,24.5157127667,2005.0821917808
"547","Samsung","SGH-E720",3.17,3.54,1.77,0.91,5.5,200,5.701878,25.642823312,2005.0849315069
"529","Nokia","3230",3.88,4.29,1.93,0.75,4,150,6.209775,16.8487404328,2005.0876712329
"556","Panasonic","X800",3.49,3.94,1.89,0.68,5.5,230,5.063688,30.1039738648,2005.0904109589
"566","Samsung","SGH-X640",3,3.43,1.81,0.91,3.5,250,5.649553,30.926453656,2005.0931506849
"557","Samsung","SCH-A630",3.6,3.54,1.87,1.04,3.3,200,6.884592,20.6493490638,2005.095890411
"559","Nokia","6682 / 6681",4.62,4.27,2.17,0.81,6,264,7.505379,24.2466647847,2005.104109589
"640","HP","iPAQ hw6510 / hw6515",5.8,4.65,2.8,0.71,4,168,9.2442,12.496510283,2005.1232876712
"537","Samsung","SGH-P207",3.2,3.4,1.8,0.95,5,192,5.814,24.0736631906,2005.1260273973
"554","Samsung","SPH-A860",3.4,3.3,1.8,0.9,3,192,5.346,23.6679624971,2005.1260273973
"575","Samsung","SCH-i830 / IP-830w",6.44,4.49,2.28,0.97,2.2,130,9.930084,8.6132728458,2005.1260273973
"601","Sanyo","VI-2300",3.6,3.35,1.85,1.05,3.3,312,6.507375,32.5010202946,2005.1479452055
"569","Sanyo","SCP-200",3.57,3.35,1.85,1.04,3.3,312,6.4454,32.7994887873,2005.1534246575
"587","LG","F7200",4.06,4.05,1.95,1.02,4,150,8.05545,14.0316703053,2005.1671232877
"570","Nokia","6230i",3.49,4.06,1.73,0.79,5,288,5.548802,34.6284828454,2005.1753424658
"576","LG","V VX-9800",5.19,4.57,1.97,1,4.2,199,9.0029,15.5007081005,2005.1808219178
"573","Sony","Ericsson K300",3,3.93,1.78,0.76,7,300,5.316504,40.2813489899,2005.1835616438
"579","Samsung","SGH-E880",3.1,3.43,1.69,0.91,5.5,260,5.274997,34.3283705057,2005.1890410959
